,Level,Word,Reading,Meaning
875,4,コンサート,コンサート,[Noun] 1. concert
876,4,今度,こんど,"[Adverbial noun, Temporal noun] 1. this time; now 2. next time; another time; shortly; soon 3. recently; previous; last"
877,4,コンピュータ,コンピュータ,[Noun] 1. computer | Other forms: コンピューター
878,4,今夜,こんや,"[Adverbial noun, Temporal noun] 1. this evening; tonight"
879,4,最近,さいきん,"[No-adjective, Adverbial noun, Temporal noun] 1. most recent; these days; right now; recently; nowadays"
880,4,最後,さいご,"[Noun, No-adjective] 1. last; end; conclusion; latest; most recent [Expression] 2. no sooner than; right after (often having negative consequences) {after -tara form or -ta form followed by ""ga""} 3. one's final moments {Archaism, See also 最期}"
881,4,最初,さいしょ,"[No-adjective, Adverbial noun, Temporal noun] 1. beginning; outset; first; onset"
882,4,坂,さか,[Noun] 1. slope; hill | Other forms: 阪 【さか】
883,4,探す,さがす,"[Godan verb with su ending, Transitive verb] 1. to search (for something desired, needed); to look for {esp. 探す} 2. to search (for something lost); to seek (a suspect in a crime) {esp. 捜す} | Other forms: 捜す 【さがす】"
884,4,下がる,さがる,"[Godan verb with ru ending, intransitive verb] 1. to come down; to go down; to fall; to drop; to sink; to get lower {Antonym: 上がる} 2. to hang; to dangle 3. to move back; to step back; to withdraw; to retire 4. to deteriorate; to fall off; to be downgraded 5. to get closer to the present day 6. to go south {in Kyoto} | Other forms: 下る 【さがる】 [Notes] 下る: Irregular okurigana usage."
885,4,盛ん,さかん,[Na-adjective] 1. popular 2. prosperous 3. enthusiastic 4. energetic; vigorous {also written as 壮}
886,4,下げる,さげる,"[Ichidan verb, Transitive verb] 1. to hang; to suspend; to wear (e.g. decoration) 2. to lower; to reduce; to bring down 3. to demote; to move back; to pull back 4. to clear (plates); to remove (food, etc. from table or altar)"
887,4,差し上げる,さしあげる,"[Auxiliary verb, Ichidan verb, Transitive verb] 1. to give; to offer {Humble (kenjougo)} [Ichidan verb, Transitive verb] 2. to lift up; to hold up; to raise {Humble (kenjougo)} | Other forms: 差上げる 【さしあげる】、さし上げる 【さしあげる】 [Notes] 差上げる: Irregular okurigana usage."
888,4,さっき,さっき,"[Adverbial noun, Noun] 1. some time ago; just now {See also 先 さき}"
889,4,寂しい,さびしい,[I-adjective] 1. lonely; lonesome; solitary; desolate | Other forms: 寂しい 【さみしい】、淋しい 【さびしい】、淋しい 【さみしい】
890,4,再来月,さらいげつ,"[Adverbial noun, Temporal noun] 1. month after next | Other forms: さ来月 【さらいげつ】"
891,4,再来週,さらいしゅう,"[Adverbial noun, Temporal noun] 1. week after next | Other forms: さ来週 【さらいしゅう】"
892,4,サラダ,サラダ,[Noun] 1. salad {From Portuguese }
893,4,騒ぐ,さわぐ,"[Godan verb with gu ending, intransitive verb] 1. to make noise; to make racket; to be noisy 2. to rustle; to swoosh 3. to make merry 4. to clamor; to clamour; to make a fuss; to kick up a fuss 5. to lose one's cool; to panic; to act flustered 6. to feel tense; to be uneasy; to be excited | Other forms: 騷ぐ 【さわぐ】 [Notes] 騷ぐ: Out-dated kanji."
894,4,触る,さわる,"[Godan verb with ru ending, intransitive verb] 1. to touch; to feel {often now with を}"
895,4,産業,さんぎょう,"[Noun, No-adjective] 1. industry [Noun] 2. livelihood; occupation {Archaism} [Place] 3. Sangyou"
896,4,サンダル,サンダル,[Noun] 1. sandal [Notes] サンダル: gai1.
897,4,サンドイッチ,サンドイッチ,"[Noun] 1. sandwich | Other forms: サンドウィッチ [Notes] サンドイッチ: gai1, ichi1."
898,4,残念,ざんねん,"[Na-adjective, Noun] 1. deplorable; bad luck; regret; disappointment"
899,4,市,し,"[Noun, Noun - used as a suffix] 1. city"
900,4,字,じ,"[Noun] 1. character (i.e. kanji) 2. hand-writing; penmanship 3. the ... word (i.e. ""the L word"" = ""love"") {See also ほの字, as 〜の字}"
901,4,試合,しあい,"[Noun, Suru verb] 1. match; game; bout; contest | Other forms: 仕合 【しあい】 [Notes] 試合: Ateji (phonetic) reading. 仕合: Ateji (phonetic) reading."
902,4,仕方,しかた,[Noun] 1. way; method; means; resource; course | Other forms: 仕形 【しかた】
903,4,試験,しけん,"[Noun, Suru verb] 1. examination; test; study; trial; experiment"
904,4,事故,じこ,[Noun] 1. accident; incident; trouble 2. circumstances; reasons | Other forms: 事故 【ことゆえ】 [Notes] ことゆえ: Out-dated or obsolete kana usage.
905,4,地震,じしん,[Noun] 1. earthquake | Other forms: 地震 【ない】、地震 【なえ】、地震 【じぶるい】 [Notes] ない: Out-dated or obsolete kana usage. なえ: Out-dated or obsolete kana usage. じぶるい: Out-dated or obsolete kana usage.
906,4,時代,じだい,"[Temporal noun, Noun] 1. period; epoch; era; age 2. the times; those days 3. oldness; ancientness; antiquity 4. antique; period piece {Abbreviation, See also 時代物}"
907,4,下着,したぎ,[Noun] 1. underwear
908,4,確り,しっかり,"[Adverb, Adverb taking the 'to' particle, Suru verb] 1. tightly (holding on); firmly; securely {Usually written using kana alone, Onomatopoeic or mimetic word} 2. strongly (built); solidly; sturdily; steadily {Usually written using kana alone, Onomatopoeic or mimetic word} 3. properly; well; sufficiently; hard (working, etc.); fully; completely {Usually written using kana alone, Onomatopoeic or mimetic word} 4. reliably; dependably; levelheadedly; shrewdly; wisely; cleverly {Usually written using kana alone, Onomatopoeic or mimetic word} | Other forms: 聢り 【しっかり】"
909,4,失敗,しっぱい,"[Noun, No-adjective, Suru verb] 1. failure; mistake; blunder"
910,4,辞典,じてん,[Noun] 1. dictionary | Other forms: 辭典 【じてん】、辞典 【ことばてん】、辭典 【ことばてん】、言葉典 【ことばてん】、ことば典 【ことばてん】 [Notes] 辭典: Out-dated kanji. 辭典: Out-dated kanji.
911,4,品物,しなもの,[Noun] 1. goods; article; thing
912,4,暫く,しばらく,"[Adverb, No-adjective] 1. little while; short while; moment; instant {Usually written using kana alone} 2. a while; quite a time {Usually written using kana alone} 3. it's been a long time {Usually written using kana alone} | Other forms: 姑く 【しばらく】、須臾 【しばらく】、暫らく 【しばらく】、須臾 【しゅゆ】、須臾 【すゆ】 [Notes] 暫らく: Irregular okurigana usage."
913,4,島,しま,"[Noun] 1. island 2. territory (of a prostitute, organized crime gang, etc.); turf {Usually written using kana alone} | Other forms: 嶋 【しま】"
914,4,市民,しみん,[Noun] 1. citizen; citizenry; public 2. city inhabitant; townspeople 3. bourgeoisie; middle class
915,4,事務所,じむしょ,[Noun] 1. office
916,4,社会,しゃかい,"[Noun] 1. society; public; community; the world 2. social studies {Abbreviation, See also 社会科 しゃかいか}"
917,4,社長,しゃちょう,[Noun] 1. company president; manager; director
918,4,ジャム,ジャム,[Noun] 1. jam
919,4,自由,じゆう,"[Expression, Na-adjective, Noun] 1. freedom; liberty; as it pleases you"
920,4,習慣,しゅうかん,"[Noun, No-adjective] 1. habit 2. custom; cultural practice"
921,4,住所,じゅうしょ,[Noun] 1. address (e.g. of house); residence; domicile | Other forms: 住処 【じゅうしょ】
922,4,柔道,じゅうどう,[Noun] 1. judo
923,4,十分,じゅうぶん,"[Na-adjective] 1. plenty; enough; sufficient; satisfactory; adequate [Noun, Suru verb] 2. division into ten {Only applies to 十分} [Adverb] 3. perfectly; thoroughly; fully; in full | Other forms: 充分 【じゅうぶん】"
924,4,趣味,しゅみ,[Noun] 1. hobby; pastime 2. tastes; preference; liking
925,4,紹介,しょうかい,"[Noun, Suru verb, No-adjective] 1. introduction; presentation; referral; listing"
926,4,小学校,しょうがっこう,[Noun] 1. primary school; elementary school; grade school
927,4,小説,しょうせつ,"[Noun, No-adjective] 1. novel; (short) story"
928,4,将来,しょうらい,"[Adverbial noun, Temporal noun] 1. future (usually near); prospects"
929,4,食料品,しょくりょうひん,[Noun] 1. foodstuff; groceries
930,4,女性,じょせい,"[Noun, No-adjective] 1. woman; female 2. feminine gender {linguistics terminology, Only applies to じょせい} | Other forms: 女性 【にょしょう】"
931,4,知らせる,しらせる,"[Ichidan verb, Transitive verb] 1. to notify; to advise; to inform | Other forms: 報せる 【しらせる】"
932,4,調べる,しらべる,"[Ichidan verb, Transitive verb] 1. to examine; to investigate; to check up; to sense; to study; to inquire; to search"
933,4,人口,じんこう,[Noun] 1. population 2. common talk
934,4,神社,じんじゃ,[Noun] 1. Shinto shrine
935,4,親切,しんせつ,"[Na-adjective, Noun] 1. kindness; gentleness | Other forms: 深切 【しんせつ】 [Notes] 深切: Out-dated kanji."
936,4,新聞社,しんぶんしゃ,[Noun] 1. newspaper company
937,4,スーツ,スーツ,"[Noun] 1. suit [Notes] スーツ: gai1, ichi1."
938,4,スーツケース,スーツケース,[Noun] 1. suitcase
939,4,水泳,すいえい,"[Noun, Suru verb, No-adjective] 1. swimming"
940,4,水道,すいどう,[Noun] 1. water service; water supply [Place] 2. Suidou
941,4,数学,すうがく,[Noun] 1. mathematics; arithmetic
942,4,過ぎる,すぎる,"[Ichidan verb, intransitive verb] 1. to pass through; to pass by; to go beyond 2. to pass (i.e. of time); to elapse 3. to have expired; to have ended; to be over 4. to exceed; to surpass; to be above 5. to be no more than ... {as 〜に過ぎない, etc.} [Ichidan verb, intransitive verb, Suffix] 6. to be excessive; to be too much; to be too ... {Usually written using kana alone, often used after adjective stems or the -masu stems of verbs}"
943,4,スクリーン,スクリーン,[Noun] 1. screen
944,4,凄い,すごい,[I-adjective] 1. terrible; dreadful {Usually written using kana alone} 2. amazing (e.g. of strength); great (e.g. of skills); wonderful; terrific {Usually written using kana alone} 3. to a great extent; vast (in numbers) {Usually written using kana alone} | Other forms: スゴイ、スゴい
945,4,進む,すすむ,"[Godan verb with mu ending, intransitive verb] 1. to advance; to go forward 2. to precede; to go ahead (of) 3. to make progress; to improve 4. to deepen; to heighten 5. to be fast (of a clock); to be ahead 6. to do of one's own free will {See also 進んで}"
946,4,すっかり,すっかり,"[Adverb, Adverb taking the 'to' particle] 1. all; completely; thoroughly {Onomatopoeic or mimetic word}"
947,4,すっと,すっと,"[Adverb, Suru verb] 1. straight; quickly; directly; all of a sudden {Onomatopoeic or mimetic word, スーッと and すうっと are more emphatic} 2. quietly; gently; softly {Onomatopoeic or mimetic word} [Suru verb] 3. to feel refreshed; to feel satisfied | Other forms: スッと、スーッと、すうっと"
948,4,ステーキ,ステーキ,[Noun] 1. steak [Notes] ステーキ: gai1.
949,4,捨てる,すてる,"[Ichidan verb, Transitive verb] 1. to throw away; to cast away; to dump; to discard 2. to abandon; to desert; to leave 3. to give up; to resign | Other forms: 棄てる 【すてる】"
950,4,ステレオ,ステレオ,"[Noun] 1. stereo [Notes] ステレオ: gai1, ichi1."
951,4,砂,すな,[Noun] 1. sand; grit 2. gold dust; silver dust {Only applies to すなご} | Other forms: 沙 【すな】、砂子 【すなご】、沙子 【すなご】、砂 【いさご】、沙 【いさご】、砂子 【いさご】、沙子 【いさご】
952,4,滑る,すべる,"[Godan verb with ru ending, intransitive verb] 1. to glide; to slide (e.g. on skis); to slip 2. to fail (an examination); to bomb (when telling a joke) 3. to drop; to go down; to come down; to fall (e.g. in status) | Other forms: 辷る 【すべる】"
953,4,隅,すみ,"[Noun, Noun - used as a suffix] 1. corner; nook; recess [Noun] 2. downstage right (on a noh stage) {Obscure term, Only applies to 角, See also 目付柱} | Other forms: 角 【すみ】、隅 【すま】"
954,4,済む,すむ,"[Godan verb with mu ending, intransitive verb] 1. to finish; to end; to be completed 2. to merely result in something less severe than expected 3. to feel at ease 4. to feel unease or guilt for troubling someone; to be sorry {See also すみません, in the negative} | Other forms: 濟む 【すむ】 [Notes] すむ: ichi1, news2, nf38. 済む: ichi1, news2, nf38. すむ: ichi1, news2, nf38. 濟む: Out-dated kanji."
955,4,掏摸,すり,[Noun] 1. pickpocket {Usually written using kana alone} | Other forms: 掏児 【すり】、スリ [Notes] すり: Gikun (meaning as reading) or jukujikun (special kanji reading). すり: Gikun (meaning as reading) or jukujikun (special kanji reading).
956,4,すると,すると,[Conjunction] 1. thereupon; hereupon
957,4,生活,せいかつ,"[Noun, Suru verb] 1. living; life (one's daily existence); livelihood"
958,4,生産,せいさん,"[Noun, Suru verb] 1. production; manufacture"
959,4,政治,せいじ,[Noun] 1. politics; government
960,4,西洋,せいよう,"[Noun, No-adjective] 1. the west; Western countries"
961,4,世界,せかい,"[Noun] 1. the world; society; the universe 2. sphere; circle; world [No-adjective] 3. renowned; world-famous; well-known outside of Japan [Noun] 4. realm governed by one Buddha; space {Buddhist term, original meaning}"
962,4,席,せき,"[Noun] 1. seat 2. location (of a gathering, etc.); place 3. position; post"
963,4,説明,せつめい,"[Noun, Suru verb, No-adjective] 1. explanation; exposition"
964,4,背中,せなか,[Noun] 1. back (of body) | Other forms: 背なか 【せなか】
965,4,線,せん,"[Noun, Noun - used as a suffix] 1. line; stripe; stria 2. line (e.g. telephone line); wire 3. ray (e.g. X-ray); beam {See also Ｘ線} 4. line (e.g. of a railroad); track; route; lane 5. outline; contours; form 6. level 7. division 8. line (of action); position; approach; policy; principle {See also いい線} 9. impression one leaves; air one gives off {See also 線が太い, See also 線が細い}"
966,4,戦争,せんそう,"[Noun, Suru verb] 1. war"
967,4,先輩,せんぱい,[Noun] 1. senior (at work or school); superior; elder; older graduate; progenitor; old-timer {See also 後輩 こうはい}
968,4,そう,そう,"[Adverb] 1. so; really; seeming [Na-adjective, Suffix] 2. appearing that; seeming that; looking like; having the appearance of {after masu stem or adj-stem}"
969,4,育てる,そだてる,"[Ichidan verb, Transitive verb] 1. to raise; to rear; to bring up 2. to train; to teach; to educate 3. to promote the growth of; to nurture; to foster; to develop"
970,4,卒業,そつぎょう,"[Noun, Suru verb, No-adjective] 1. graduation; completion (e.g. of a course) 2. outgrowing something; moving on {Colloquialism}"
971,4,祖父,そふ,"[Noun, No-adjective] 1. grandfather 2. old man {Only applies to おおじ, See also 爺} 3. kyogen mask used for the role of an old man {Only applies to おおじ} [Place] 4. Sofu | Other forms: 祖父 【じじ】、祖父 【じい】、祖父 【おおじ】、祖父 【おじ】、祖父 【そぶ】 [Notes] そぶ: Out-dated or obsolete kana usage."
972,4,ソフト,ソフト,"[Na-adjective, No-adjective] 1. soft {Antonym: ハード} [Noun] 2. software {Computer terminology, Abbreviation, See also ソフトウエア} 3. soft hat; felt hat {Abbreviation, See also ソフト帽} 4. soft serve ice cream {Abbreviation, See also ソフトクリーム} 5. softball {Abbreviation, See also ソフトボール} [Wikipedia definition] 6. Soft"
973,4,祖母,そぼ,"[Noun, No-adjective] 1. grandmother {See also 婆} | Other forms: 祖母 【ばば】、祖母 【おおば】、祖母 【おば】、祖母 【うば】"
974,4,其れで,それで,[Conjunction] 1. and; thereupon; because of that {Usually written using kana alone}
975,4,其れに,それに,[Conjunction] 1. besides; in addition; also; moreover {Usually written using kana alone}
976,4,それ程,それほど,[Adverb] 1. to that degree; to that extent; that much {Usually written using kana alone} | Other forms: 其れ程 【それほど】、其程 【それほど】
977,4,そろそろ,そろそろ,"[Adverb, Adverb taking the 'to' particle] 1. slowly; quietly; steadily; gradually; gingerly {Onomatopoeic or mimetic word, Only applies to そろそろ, Only applies to ソロソロ} [Adverb] 2. soon; momentarily; before long; any time now {Onomatopoeic or mimetic word} | Other forms: ソロソロ、そろっと、ソロっと、ソロッと"
978,4,そんな,そんな,"[Pre-noun adjectival] 1. such (about the actions of the listener, or about ideas expressed or understood by the listener); like that; that sort of {See also あんな, See also こんな, See also どんな}"
979,4,そんなに,そんなに,[Expression] 1. so much; so; like that
980,4,退院,たいいん,"[Noun, Suru verb] 1. leaving hospital; discharge from hospital"
981,4,大学生,だいがくせい,[Noun] 1. university student; college student
982,4,大事,だいじ,"[Na-adjective, Noun] 1. important; valuable; serious matter 2. safe (Tochigi dialect); OK {Only applies to だいじ, See also だいじょうぶ} | Other forms: 大事 【おおごと】"
983,4,大体,だいたい,"[Noun] 1. outline; main point; gist {Usually written using kana alone} [Adverbial noun, Temporal noun] 2. general; substantially; approximately; about {Usually written using kana alone} 3. in the first place; to begin with; from the start {Usually written using kana alone}"
984,4,大抵,たいてい,"[Na-adjective, Adverb, Noun] 1. mostly; ordinarily; usually; generally {Usually written using kana alone} 2. probably [No-adjective, Noun] 3. most; almost all 4. ordinary {before a neg. form} [Na-adjective] 5. proper; appropriate; moderate {usu. as 〜にする} | Other forms: 大てい 【たいてい】"
985,4,タイプ,タイプ,"[Noun, Suru verb] 1. type; kind; sort; style 2. typewriter; typing {Abbreviation, See also タイプライター}"
986,4,大分,だいぶ,[Adverb] 1. considerably; greatly; a lot {Usually written using kana alone} [Place] 2. Daibu [Wikipedia definition] 3. Oita | Other forms: 大分 【だいぶん】
987,4,台風,たいふう,[Noun] 1. typhoon; hurricane | Other forms: 颱風 【たいふう】
988,4,倒れる,たおれる,"[Ichidan verb, intransitive verb] 1. to fall; to collapse; to drop; to fall senseless {Only applies to 倒れる, See also 崩れる, See also 倒す たおす} 2. to be forced to bed (by illness, etc.) 3. to die 4. to go bankrupt; to be ruined; to have a bad debt 5. to be defeated (in a game) 6. to fall (of governments, dictators, etc.) | Other forms: 斃れる 【たおれる】、仆れる 【たおれる】、殪れる 【たおれる】"
989,4,だから,だから,[Conjunction] 1. so; therefore {See also ですから}
990,4,確か,たしか,"[Na-adjective, Noun] 1. sure; certain; positive; definite 2. reliable; trustworthy; safe; sound; firm; accurate; correct; exact [Adverb] 3. If I'm not mistaken; If I remember correctly; If I remember rightly | Other forms: 確 【たしか】、慥か 【たしか】 [Notes] 確: Irregular okurigana usage."
991,4,足す,たす,"[Godan verb with su ending, Transitive verb] 1. to add (numbers) 2. to add (something); to top up (with something) 3. to take care of (e.g. one's business) {See also 用を足す}"
992,4,尋ねる,たずねる,"[Ichidan verb, Transitive verb] 1. to ask; to enquire; to inquire 2. to search; to look for; to look into; to investigate | Other forms: 訊ねる 【たずねる】"
993,4,訪ねる,たずねる,"[Ichidan verb, Transitive verb] 1. to visit; to call on; to pay a visit to"
994,4,正しい,ただしい,[I-adjective] 1. right; correct 2. proper; righteous; just; honest; truthful; lawful
995,4,畳,たたみ,[Noun] 1. tatami mat; Japanese straw floor coverings | Other forms: 疊 【たたみ】 [Notes] 疊: Out-dated kanji.
996,4,建てる,たてる,"[Ichidan verb, Transitive verb] 1. to build; to construct"
997,4,立てる,たてる,"[Ichidan verb, Transitive verb] 1. to stand up; to put up; to set up; to erect; to raise {also written as 起てる} 2. to thrust into; to bury into; to dig into 3. to make (a noise); to start (a rumour); to raise (a cloud of dust, etc.); to cause 4. to make; to establish; to set up; to develop; to formulate 5. to put up (a political candidate); to make (one's leader) 6. to treat with respect; to give (someone) their due; to make (someone) look good; to avoid embarrassing (someone) 7. to sharpen; to make clear 8. to shut; to close {See also 閉てる} 9. to make tea (matcha); to perform the tea ceremony {See also 点てる} 10. to divide by [Suffix, Ichidan verb] 11. to do ... vigorously {after the -masu stem of a verb}"
998,4,例えば,たとえば,[Adverb] 1. for example; for instance; e.g.
999,4,棚,たな,[Noun] 1. shelf; shelves; ledge; rack 2. trellis
1000,4,楽しみ,たのしみ,"[Na-adjective, Noun] 1. enjoyment; pleasure; diversion; amusement; hobby {See also 御楽しみ} 2. anticipation; looking forward to {See also 楽しみにする} | Other forms: 愉しみ 【たのしみ】"
1001,4,楽しむ,たのしむ,[Godan verb with mu ending] 1. to enjoy (oneself) | Other forms: 愉しむ 【たのしむ】、楽む 【たのしむ】 [Notes] 楽む: Irregular okurigana usage.
1002,4,偶に,たまに,"[Adverb, Suffix] 1. occasionally; once in a while {Usually written using kana alone} | Other forms: 適に 【たまに】"
1003,4,為,ため,"[Noun] 1. good; advantage; benefit; welfare {Usually written using kana alone, See also 為に} 2. sake; purpose; objective; aim {Usually written using kana alone} 3. consequence; result; effect {Usually written using kana alone} 4. affecting; regarding; concerning {Usually written using kana alone} | Other forms: 爲 【ため】、為め 【ため】 [Notes] 爲: Out-dated kanji. 為め: Irregular okurigana usage."
1004,4,足りる,たりる,"[Ichidan verb, intransitive verb] 1. to be sufficient; to be enough {See also 取るに足りない, in the form verb に足りる} 2. to be worth doing; to be worthy 3. to be sufficient; to answer; to do"
1005,4,男性,だんせい,"[Noun, No-adjective] 1. man; male 2. masculine gender {linguistics terminology}"
1006,4,暖房,だんぼう,"[Noun, Suru verb] 1. (indoor) heating {Antonym: 冷房} | Other forms: 煖房 【だんぼう】"
1007,4,血,ち,[Noun] 1. blood; consanguinity
1008,4,チェック,チェック,"[Noun, No-adjective] 1. check; plaid; checkered [Noun, Suru verb] 2. checking; monitoring; looking over; scrutinizing; inspecting [Noun] 3. check (banking); cheque; bill (restaurant) 4. check (chess) [Wikipedia definition] 5. Check"
1009,4,力,ちから,[Noun] 1. force; strength; might; vigour (vigor); energy 2. capability; ability; proficiency; capacity; faculty 3. efficacy; effect 4. effort; endeavours (endeavors); exertions 5. power; authority; influence; good offices; agency 6. support; help; aid; assistance {See also 力になる} 7. stress; emphasis 8. means; resources
1010,4,些とも,ちっとも,[Adverb] 1. not at all (neg. verb) {Usually written using kana alone} [Notes] ちっとも: ichi1. 些とも: ichi1.
1011,4,ちゃん,ちゃん,[Suffix] 1. suffix for familiar person {Familiar language}
1012,4,注意,ちゅうい,"[Noun, Suru verb] 1. caution; being careful; attention (heed); warning; advice {See also ご注意}"
1013,4,中学校,ちゅうがっこう,[Noun] 1. junior high school; middle school; lower secondary school
1014,4,注射,ちゅうしゃ,"[Noun, Suru verb] 1. injection"
1015,4,駐車場,ちゅうしゃじょう,[Noun] 1. parking lot; parking place
1016,4,地理,ちり,[Noun] 1. geography
1017,4,捕まえる,つかまえる,"[Ichidan verb, Transitive verb] 1. to catch; to arrest; to seize | Other forms: 捉まえる 【つかまえる】、掴まえる 【つかまえる】"
1018,4,付く,つく,"[Godan verb with ku ending, intransitive verb] 1. to be attached; to be connected with; to adhere; to stick; to cling 2. to remain imprinted; to scar; to stain; to dye 3. to bear (fruit, interest, etc.) 4. to be acquired (of a habit, ability, etc.); to increase (of strength, etc.) 5. to take root 6. to accompany; to attend; to follow; to study with 7. to side with; to belong to 8. to possess; to haunt {See also 憑く} 9. to be lit; to be lighted {See also 点く} 10. to be settled; to be resolved; to be decided 11. to be given (of a name, price, etc.) 12. to be sensed; to be perceived 13. to be lucky {from 運がつく} [Suffix, Godan verb with ku ending] 14. to become (a state, condition, etc.) {See also 付く づく, after -masu stems, onomatopoeic and mimetic words}"
1019,4,漬ける,つける,"[Ichidan verb, Transitive verb] 1. to soak; to seep; to dip in 2. to pickle {Only applies to 漬ける} | Other forms: 浸ける 【つける】"
1020,4,都合,つごう,"[Adverb, Noun] 1. circumstances; condition; convenience [Suru verb] 2. to arrange; to manage 3. to lend money; to raise money [Adverb] 4. in all; in total; all told"
1021,4,伝える,つたえる,"[Ichidan verb, Transitive verb] 1. to convey; to report; to transmit; to communicate; to tell; to impart; to propagate; to teach; to bequeath"
1022,4,続く,つづく,"[Godan verb with ku ending, intransitive verb] 1. to continue; to last; to go on 2. to continue (without a break); to be unbroken 3. to occur again and again 4. to lead to; to connect to; to adjoin 5. to come after; to follow; to succeed; to rank next to 6. to hold out; to keep; to last"
1023,4,続ける,つづける,"[Ichidan verb, Transitive verb, Auxiliary verb] 1. to continue; to keep up; to keep on"
1024,4,包む,つつむ,"[Godan verb with mu ending, Transitive verb] 1. to wrap up; to tuck in; to pack; to do up; to cover with; to dress in [Godan verb with mu ending] 2. to conceal; to hide; to be engulfed in; to be enveloped by | Other forms: 裹む 【つつむ】 [Notes] 裹む: Out-dated kanji."
1025,4,妻,つま,"[Noun] 1. wife {Only applies to 妻} 2. my dear; dear; honey {Archaism, Only applies to 妻, Only applies to 夫} 3. garnish (esp. one served with sashimi) {Usually written using kana alone} 4. embellishment {Usually written using kana alone} | Other forms: 夫 【つま】、具 【つま】"
1026,4,端,つま,[Noun] 1. edge; tip; end 2. gable wall {See also 妻壁} 3. gable {See also 切妻} | Other forms: 妻 【つま】
1027,4,積もり,つもり,[Noun] 1. intention; plan {Usually written using kana alone} 2. conviction; belief {Usually written using kana alone} | Other forms: 積り 【つもり】
1028,4,釣る,つる,"[Godan verb with ru ending, Transitive verb] 1. to fish; to angle; to catch 2. to lure in; to tempt; to attract; to entice; to allure {See also 釣られる}"
1029,4,丁寧,ていねい,"[Na-adjective, Noun] 1. polite; courteous; civil 2. careful; close; thorough; conscientious | Other forms: 叮嚀 【ていねい】"
1030,4,テキスト,テキスト,[Noun] 1. text 2. textbook | Other forms: テクスト
1031,4,適当,てきとう,"[Na-adjective, Noun] 1. suitable; proper; appropriate; adequate; fit 2. noncommittal; vague; equivocal; unserious; irresponsible"
1032,4,手伝う,てつだう,"[Godan verb with u ending, Transitive verb] 1. to help; to assist; to aid 2. to contribute to; to be a factor in | Other forms: 手つだう 【てつだう】"
1033,4,テニス,テニス,"[Noun] 1. tennis [Notes] テニス: gai1, ichi1."
1034,4,手袋,てぶくろ,[Noun] 1. glove; mitten; mitt | Other forms: 手ぶくろ 【てぶくろ】
1035,4,寺,てら,[Noun] 1. temple (Buddhist)
1036,4,点,てん,"[Noun, Noun - used as a suffix] 1. spot; mark 2. point; dot 3. mark (e.g. in exam); score; points [Noun] 4. comma 5. aspect; matter; respect [Counter] 6. counter for goods, items, articles of clothing, works of art, etc."
1037,4,店員,てんいん,"[Noun, No-adjective] 1. shop assistant; employee; clerk; salesperson"
1038,4,天気予報,てんきよほう,[Noun] 1. weather forecast; weather report
1039,4,電灯,でんとう,[Noun] 1. electric light | Other forms: 電燈 【でんとう】 [Notes] 電燈: Out-dated kanji.
1040,4,電報,でんぽう,[Noun] 1. telegram
1041,4,展覧会,てんらんかい,[Noun] 1. exhibition
1042,4,都,と,"[Noun, No-adjective] 1. metropolitan; municipal"
1043,4,道具,どうぐ,[Noun] 1. tool; implement; instrument; utensil; apparatus; device 2. means
1044,4,到頭,とうとう,[Adverb] 1. finally; at last; ultimately; in the end {Usually written using kana alone}
1045,4,動物園,どうぶつえん,[Noun] 1. zoo; zoological gardens [Place] 2. Doubutsuen
1046,4,遠く,とおく,"[No-adjective, Adverbial noun, Noun] 1. far away; distant; at a distance; distant place; by far"
1047,4,通る,とおる,"[Godan verb with ru ending, intransitive verb] 1. to go by; to go past; to go along; to travel along; to pass through; to use (a road); to take (a route); to go via; to go by way of 2. to run (between); to operate (between); to connect {of public transport} 3. to go indoors; to go into a room; to be admitted; to be shown in; to be ushered in; to come in 4. to penetrate; to pierce; to skewer; to go through; to come through 5. to permeate; to soak into; to spread throughout 6. to carry (e.g. of a voice); to reach far 7. to be passed on (e.g. of a customer's order to the kitchen); to be relayed; to be conveyed 8. to pass (a test, a bill in the House, etc.); to be approved; to be accepted 9. to go by (a name); to be known as; to be accepted as; to have a reputation for 10. to be coherent; to be logical; to be reasonable; to be comprehensible; to be understandable; to make sense 11. to get across (e.g. of one's point); to be understood 12. to be straight (e.g. wood grain) 13. to be well-informed; to be wise {Archaism} [Suffix, Godan verb with ru ending] 14. to do ... completely; to do ... thoroughly {after the -masu stem of a verb} | Other forms: 徹る 【とおる】、透る 【とおる】"
1048,4,特に,とくに,[Adverb] 1. particularly; especially
1049,4,特別,とくべつ,"[Na-adjective, Adverb, Noun, No-adjective] 1. special"
1050,4,床屋,とこや,[Noun] 1. barbershop; barber
1051,4,途中,とちゅう,"[Adverbial noun, Temporal noun] 1. on the way; en route 2. in the middle of; midway"
1052,4,特急,とっきゅう,"[Noun] 1. limited express (train, faster than an express) {Abbreviation, See also 特別急行} 2. great hurry"
1053,4,届ける,とどける,"[Ichidan verb, Transitive verb] 1. to deliver; to forward; to send 2. to report; to notify; to file notice (to the authorities); to give notice; to register | Other forms: 屆ける 【とどける】 [Notes] 屆ける: Out-dated kanji."
1054,4,泊まる,とまる,"[Godan verb with ru ending, intransitive verb] 1. to stay at (e.g. hotel) 2. to be docked; to be berthed; to be moored | Other forms: 泊る 【とまる】"
