,Level,Word,Reading,Meaning
108,5,遅い,おそい,"[I-adjective] 1. slow {Only applies to 遅い, Only applies to 鈍い} 2. late (e.g. ""late at night"") 3. too late {Only applies to 遅い, Only applies to 鈍い} 4. dull; stupid {Archaism, Only applies to 遅い, Only applies to 鈍い} | Other forms: 鈍い 【おそい】、晩い 【おそい】、遲い 【おそい】 [Notes] 遲い: Out-dated kanji."
109,5,お茶,おちゃ,"[Noun] 1. tea (usu. green) {Polite (teineigo), See also 茶} 2. tea break (at work) 3. tea ceremony {See also 茶の湯} | Other forms: 御茶 【おちゃ】"
110,5,お手洗い,おてあらい,[Noun] 1. toilet; restroom; lavatory; bathroom | Other forms: 御手洗い 【おてあらい】
111,5,お父さん,おとうさん,"[Noun] 1. father; dad; papa; pa; pop; daddy; dada {Honorific or respectful (sonkeigo), See also 父さん} | Other forms: お父さん 【おとっさん】、御父さん 【おとうさん】、御父さん 【おとっさん】 [Notes] おとっさん: Out-dated or obsolete kana usage. おとっさん: Out-dated or obsolete kana usage."
112,5,弟,おとうと,"[Noun] 1. younger brother; little brother; kid brother {Humble (kenjougo)} 2. pupil; apprentice {Archaism, Only applies to てい} | Other forms: 弟 【おと】、弟 【おとと】、弟 【てい】 [Notes] おとと: Irregular kana usage."
113,5,男,おとこ,"[Noun, Noun - used as a prefix] 1. man; male {See also 女 おんな} [Noun] 2. fellow; guy; chap; bloke 3. male lover; boyfriend; man 4. manliness; manly honor; manly honour; manly reputation | Other forms: 男 【おっこ】 [Notes] おっこ: Out-dated or obsolete kana usage."
114,5,男の子,おとこのこ,"[Expression, Noun] 1. boy; male child; baby boy | Other forms: 男の児 【おとこのこ】、男のコ 【おとこのコ】 [Notes] 男の児: Out-dated kanji."
115,5,一昨日,おととい,"[Adverbial noun, Temporal noun] 1. day before yesterday | Other forms: 一昨日 【おとつい】、一昨日 【いっさくじつ】 [Notes] おととい: Gikun (meaning as reading) or jukujikun (special kanji reading). おとつい: Gikun (meaning as reading) or jukujikun (special kanji reading)."
116,5,大人,おとな,"[Noun, No-adjective] 1. adult | Other forms: 大人 【だいにん】"
117,5,お腹,おなか,[Noun] 1. stomach {Polite (teineigo)} | Other forms: 御腹 【おなか】、お中 【おなか】、御中 【おなか】
118,5,同じ,おなじ,"[Noun or verb acting prenominally, Noun] 1. same; identical; equal; uniform; equivalent; similar; common (origin); changeless; alike [Adverb] 2. (usu. part of a 'nara' conditional) anyway; anyhow; in either case | Other forms: 同じ 【おんなじ】"
119,5,お兄さん,おにいさん,"[Noun] 1. older brother; elder brother {Honorific or respectful (sonkeigo), See also 兄さん} 2. (vocative) young man; buddy; fella; laddie | Other forms: 御兄さん 【おにいさん】"
120,5,お姉さん,おねえさん,"[Noun] 1. elder sister {Honorific or respectful (sonkeigo), See also 姉さん, usu. お姉さん} 2. (vocative) young lady {See also 姉さん} 3. miss (referring to a waitress, etc.) {See also 姉さん, usu. お姐さん} 4. ma'am (used by geisha to refer to their superiors) {See also 姉さん, usu. お姐さん} 5. older girl (no relation) | Other forms: お姐さん 【おねえさん】、御姉さん 【おねえさん】、御姐さん 【おねえさん】"
121,5,お祖母さん,おばあさん,"[Noun] 1. grandmother {Usually written using kana alone, See also 祖母さん, usu. お祖母さん} 2. old woman; female senior citizen {Usually written using kana alone, See also 婆さん, usu. お婆さん} | Other forms: お婆さん 【おばあさん】、御祖母さん 【おばあさん】、御婆さん 【おばあさん】、おばーさん、オバアサン、おバアさん、オバーサン、おバーさん [Notes] おばーさん: Irregular kana usage."
122,5,伯母さん,おばさん,"[Noun] 1. aunt {Honorific or respectful (sonkeigo), Familiar language, Usually written using kana alone, 伯母さん is older than one's parent and 叔母さん is younger} | Other forms: 叔母さん 【おばさん】"
123,5,お風呂,おふろ,[Noun] 1. bath {See also 風呂} | Other forms: 御風呂 【おふろ】
124,5,お弁当,おべんとう,[Noun] 1. bento; Japanese box lunch {See also 弁当} | Other forms: 御弁当 【おべんとう】
125,5,覚える,おぼえる,"[Ichidan verb, Transitive verb] 1. to memorize; to memorise; to commit to memory; to learn by heart; to bear in mind; to remember 2. to learn; to pick up; to acquire {Only applies to 覚える} 3. to feel {Only applies to 覚える} 4. to think; to regard {Only applies to 覚える} | Other forms: 憶える 【おぼえる】"
126,5,お巡りさん,おまわりさん,"[Noun] 1. police officer {Familiar language, Usually written using kana alone, See also 巡査} | Other forms: 御巡りさん 【おまわりさん】"
127,5,重い,おもい,"[I-adjective] 1. heavy; weighty; massive {Antonym: 軽い} 2. heavy (feeling); depressed; gloomy; blue; uneasy 3. slow; sluggish; lumbering; ponderous; clumsy 4. important; serious; grave {of a position, responsibility, etc.} 5. serious; severe; critical {of a punishment, illness, etc.} 6. solid; established; dignified; sensible"
128,5,面白い,おもしろい,[I-adjective] 1. interesting; fascinating; intriguing; enthralling 2. amusing; funny; comical 3. pleasant; enjoyable; agreeable; fun
129,5,泳ぐ,およぐ,"[Godan verb with gu ending, intransitive verb] 1. to swim | Other forms: 游ぐ 【およぐ】"
130,5,降りる,おりる,"[Ichidan verb, intransitive verb] 1. to descend (e.g. a mountain); to go down; to come down {esp. 下りる} 2. to alight (e.g. from bus); to get off; to disembark; to dismount {esp. 降りる} 3. to step down; to retire; to give up; to quit 4. to be granted; to be issued; to be given {esp. 下りる} 5. to form (of frost, dew, mist, etc.) {esp. 降りる} 6. to be passed (from the body; e.g. of a roundworm) {See also 下り物, esp. 下りる} | Other forms: 下りる 【おりる】"
131,5,終わる,おわる,"[Godan verb with ru ending, intransitive verb, Auxiliary verb] 1. to finish; to end; to close {also written 了る, 卒る, etc.} | Other forms: 終る 【おわる】、了わる 【おわる】、卒わる 【おわる】、畢わる 【おわる】、竟わる 【おわる】"
132,5,音楽,おんがく,[Noun] 1. music; musical movement
133,5,女,おんな,"[Noun, Noun - used as a prefix] 1. female; woman; female sex {See also 男 おとこ, can be blunt when used alone} [Noun] 2. female lover; girlfriend; mistress; (someone's) woman | Other forms: 女 【おみな】、女 【おうな】、女 【うみな】、女 【おな】 [Notes] おみな: Out-dated or obsolete kana usage. おうな: Out-dated or obsolete kana usage. うみな: Out-dated or obsolete kana usage. おな: Out-dated or obsolete kana usage."
134,5,女の子,おんなのこ,"[Expression, Noun] 1. girl; daughter 2. young woman | Other forms: 女の児 【おんなのこ】、女のコ 【おんなのコ】、おんにゃのこ"
135,5,外国,がいこく,"[Noun, No-adjective] 1. foreign country | Other forms: 外国 【そとぐに】 [Notes] そとぐに: Out-dated or obsolete kana usage."
136,5,外国人,がいこくじん,[Noun] 1. foreigner; foreign citizen; foreign national; alien; non-Japanese {See also 内国人}
137,5,会社,かいしゃ,[Noun] 1. company; corporation 2. workplace
138,5,階段,かいだん,[Noun] 1. stairs; stairway; staircase
139,5,買い物,かいもの,"[Noun, No-adjective] 1. shopping; purchased goods | Other forms: 買物 【かいもの】"
140,5,買う,かう,"[Godan verb with u ending, Transitive verb] 1. to buy; to purchase {in western Japan, 買う conjugates euphonically as こうた, こうて, etc.} 2. to value; to have a high opinion 3. to stir; to provoke [Notes] かう: ichi1, news1, nf 10. 買う: ichi1, news1, nf10."
141,5,返す,かえす,"[Godan verb with su ending, Transitive verb] 1. to return (something); to restore; to put back {See also 帰す かえす, esp. 返す} 2. to turn over; to turn upside down; to overturn 3. to pay back; to retaliate; to reciprocate {esp. 返す} [Suffix, Godan verb with su ending] 4. to repeat ...; to do ... back {after the -masu stem of a verb} | Other forms: 反す 【かえす】 [Notes] かえす: ichi1, news1, nf18, nf 20. 返す: ichi1, news1, nf 20. かえす: ichi1, news1, nf18, nf 20. 反す: news1, nf18."
142,5,帰る,かえる,"[Godan verb with ru ending, intransitive verb] 1. to return; to come home; to go home; to go back {See also 返る} 2. to leave {of a guest, customer, etc.} 3. to get home; to get to home plate {Baseball term} | Other forms: 還る 【かえる】、歸る 【かえる】 [Notes] 歸る: Out-dated kanji."
143,5,掛かる,かかる,"[Godan verb with ru ending, intransitive verb] 1. to take (a resource, e.g. time or money) {Usually written using kana alone, See also 時間がかかる} [Godan verb with ru ending] 2. to hang {Usually written using kana alone} 3. to come into view; to arrive {Usually written using kana alone, See also お目にかかる} 4. to come under (a contract, a tax) {Usually written using kana alone} 5. to start (engines, motors) {Usually written using kana alone} 6. to attend; to deal with; to handle {Usually written using kana alone} [Godan verb with ru ending, Auxiliary verb] 7. to have started to; to be on the verge of {Usually written using kana alone} [Godan verb with ru ending] 8. to overlap (e.g. information in a manual); to cover {Usually written using kana alone} [Godan verb with ru ending, Auxiliary verb] 9. to (come) at {Usually written using kana alone} [Godan verb with ru ending] 10. to be fastened {Usually written using kana alone, See also 鍵がかかる} 11. to be covered (e.g. with dust, a table-cloth, etc.) {Usually written using kana alone} 12. to be caught in {Usually written using kana alone, See also 罠にかかる} 13. to get a call {Usually written using kana alone, See also 電話が掛かる} 14. to depend on {Usually written using kana alone} | Other forms: 懸かる 【かかる】、掛る 【かかる】、懸る 【かかる】"
144,5,鍵,かぎ,[Noun] 1. key 2. lock {See also 錠} | Other forms: 鑰 【かぎ】、カギ
145,5,書く,かく,"[Godan verb with ku ending, Transitive verb] 1. to write; to compose; to pen 2. to draw; to paint {See also 描く かく}"
146,5,学生,がくせい,[Noun] 1. student (esp. a university student)
147,5,掛ける,かける,"[Ichidan verb, Transitive verb] 1. to hang (e.g. picture); to hoist (e.g. sail); to raise (e.g. flag) {Usually written using kana alone, See also 壁にかける} 2. to sit {Usually written using kana alone, See also 腰を掛ける} 3. to take (time, money); to expend (money, time, etc.) {Usually written using kana alone, See also 時間を掛ける} 4. to make (a call) {Usually written using kana alone, See also 電話を掛ける} 5. to multiply {Usually written using kana alone} 6. to secure (e.g. lock) {Usually written using kana alone, See also 鍵を掛ける} 7. to put on (glasses, etc.) {Usually written using kana alone, See also 眼鏡を掛ける} 8. to cover {Usually written using kana alone} 9. to burden someone {Usually written using kana alone, See also 迷惑を掛ける} 10. to apply (insurance) {Usually written using kana alone, See also 保険を掛ける} 11. to turn on (an engine, etc.); to set (a dial, an alarm clock, etc.) {Usually written using kana alone} 12. to put an effect (spell, anaesthetic, etc.) on {Usually written using kana alone} 13. to hold an emotion for (pity, hope, etc.) {Usually written using kana alone} 14. to bind {Usually written using kana alone, also 繋ける} 15. to pour (or sprinkle, spray, etc.) onto {Usually written using kana alone, See also 塩をかける} 16. to argue (in court); to deliberate (in a meeting); to present (e.g. idea to a conference, etc.) {Usually written using kana alone, See also 裁判に掛ける} 17. to increase further {Usually written using kana alone} 18. to catch (in a trap, etc.) {Usually written using kana alone} 19. to set atop {Usually written using kana alone} 20. to erect (a makeshift building) {Usually written using kana alone} 21. to hold (a play, festival, etc.) {Usually written using kana alone} 22. to wager; to bet; to risk; to stake; to gamble {Usually written using kana alone, See also 賭ける かける} [Suffix, Ichidan verb] 23. to be partway doing ...; to begin (but not complete) ...; to be about to ... {Usually written using kana alone, See also 話し掛ける, after -masu stem of verb} 24. indicates (verb) is being directed to (someone) {Usually written using kana alone, See also 話し掛ける, after -masu stem of verb} | Other forms: 懸ける 【かける】"
148,5,傘,かさ,[Noun] 1. umbrella; parasol 2. something shaped like an umbrella or a conical hat; shade (of a lamp); mushroom cap; pileus {See also 笠 かさ}
149,5,貸す,かす,"[Godan verb with su ending, Transitive verb] 1. to lend; to loan 2. to rent out; to hire out | Other forms: 藉す 【かす】"
150,5,風,かぜ,"[Noun] 1. wind; breeze; draught; draft [Noun, Noun - used as a prefix] 2. manner; behaviour; behavior {See also 風 ふう} [Noun] 3. cold; influenza {See also 風邪 かぜ, irreg. kanji form}"
151,5,風邪,かぜ,[Noun] 1. common cold; cold; influenza; flu; ague | Other forms: 風邪 【ふうじゃ】
